City,Locality,BHK,Area_sqft,Bathrooms,Total_Floors,Floor_Number,Parking_Spaces,Balcony,Property_Age,Furnishing,Property_Type,Distance_to_City_Center_km,Metro_Distance_km,Nearby_Schools,Nearby_Hospitals,Amenities_Score,Security_Score,Maintenance_Cost,Price_INR
Delhi,Saket,3,2148,2.0,5,5,2.0,1.0,6,Fully-Furnished,Apartment,17.2,5.1,5.0,0,1.0,2,7759,21989000
Vijayawada,Moghalrajpuram,2,1455,2.0,8,2,0.0,1.0,36,Fully-Furnished,Independent House,5.6,0.6,1.0,2,3.0,4,6067,6621000
Pune,Hadapsar,3,1945,3.0,4,2,2.0,0.0,25,Semi-Furnished,Apartment,2.9,5.1,6.0,2,7.0,7,6475,14748000
Visakhapatnam,Rushikonda,3,1908,3.0,2,2,1.0,1.0,29,Fully-Furnished,Apartment,7.8,1.3,7.0,6,10.0,4,5806,12496000
Pune,Kharadi,3,1792,3.0,2,2,2.0,1.0,18,Fully-Furnished,Independent House,5.9,4.9,2.0,0,5.0,8,8742,14748000
Ahmedabad,Bodakdev,1,989,1.0,2,1,3.0,1.0,28,Semi-Furnished,Apartment,8.8,5.2,9.0,7,9.0,9,4409,7084000
Chennai,T Nagar,3,1489,4.0,3,1,2.0,1.0,5,Semi-Furnished,Independent House,7.4,0.4,0.0,2,4.0,9,7218,12392000
Chennai,Adyar,3,1967,4.0,4,4,0.0,2.0,18,Fully-Furnished,Independent House,10.6,1.8,2.0,1,4.0,7,6431,18864000
Mumbai,Andheri,2,1530,2.0,2,1,1.0,2.0,38,Semi-Furnished,Apartment,6.4,8.9,2.0,5,6.0,10,8104,22421000
Mumbai,Powai,1,1382,1.0,4,4,3.0,2.0,14,Semi-Furnished,Independent House,2.4,0.6,10.0,3,1.0,9,6419,21634000
Pune,Baner,2,1416,2.0,10,6,1.0,2.0,33,Semi-Furnished,Apartment,7.1,2.8,10.0,4,3.0,5,4876,12007000
Hyderabad,Miyapur,3,1881,3.0,7,3,1.0,1.0,31,Unfurnished,Independent House,3.1,3.4,10.0,1,3.0,5,10646,12891000
Delhi,Rohini,3,1736,4.0,7,2,1.0,2.0,33,Semi-Furnished,Apartment,3.7,1.3,2.0,4,10.0,5,6474,16597000
Visakhapatnam,Dwaraka Nagar,3,1818,3.0,7,4,1.0,1.0,5,Semi-Furnished,Independent House,3.1,2.4,0.0,1,4.0,8,4220,11638000
Chennai,Porur,4,2389,4.0,10,4,1.0,2.0,34,Fully-Furnished,Apartment,11.2,3.8,8.0,6,10.0,6,4949,18868000
Hyderabad,Madhapur,1,825,1.0,12,1,1.0,2.0,3,Semi-Furnished,Apartment,6.1,9.2,9.0,1,9.0,3,4919,7401000
Kolkata,Dum Dum,1,1187,1.0,10,6,1.0,1.0,35,Unfurnished,Independent House,5.6,0.2,2.0,2,9.0,10,6851,6567000
Chennai,Adyar,3,1794,2.0,7,3,1.0,1.0,3,Fully-Furnished,Apartment,7.7,2.1,5.0,5,4.0,8,4615,14926000
Kolkata,Ballygunge,2,1543,3.0,7,3,3.0,3.0,8,Fully-Furnished,Independent House,6.4,3.1,10.0,5,5.0,4,7960,12189000
Chennai,Porur,5,2829,6.0,3,3,1.0,3.0,7,Unfurnished,Apartment,5.9,0.5,9.0,4,4.0,3,15410,22206000
Mumbai,Bandra,4,2203,3.0,6,5,1.0,1.0,31,Unfurnished,Apartment,7.3,2.6,2.0,4,9.0,7,8521,33030000
Bengaluru,Indiranagar,4,1932,4.0,10,7,2.0,3.0,20,Unfurnished,Apartment,3.2,1.5,3.0,1,2.0,10,7503,16887000
Mumbai,Andheri,4,2357,5.0,8,6,2.0,0.0,32,Semi-Furnished,Apartment,4.2,2.2,0.0,6,6.0,10,13975,36926000
Hyderabad,Banjara Hills,3,2219,4.0,6,4,1.0,1.0,2,Fully-Furnished,Villa,3.8,1.4,5.0,0,2.0,9,10298,18522000
Kolkata,Dum Dum,3,2132,2.0,2,1,1.0,2.0,31,Fully-Furnished,Apartment,7.1,7.8,3.0,4,9.0,1,6879,14253000
Vijayawada,Gunadala,3,2024,3.0,5,5,2.0,1.0,5,Semi-Furnished,Apartment,6.5,8.9,10.0,2,7.0,6,7312,11222000
Chennai,T Nagar,1,1119,1.0,3,2,2.0,1.0,4,Fully-Furnished,Apartment,5.1,8.0,4.0,0,1.0,6,5126,8845000
Ahmedabad,Chandkheda,4,2240,3.0,2,2,1.0,1.0,20,Semi-Furnished,Independent House,3.3,4.0,2.0,4,6.0,7,11247,15570000
Vijayawada,Patamata,1,1143,1.0,4,2,1.0,1.0,13,Semi-Furnished,Apartment,9.7,1.4,8.0,2,2.0,5,6358,5727000
Bengaluru,Electronic City,2,1470,3.0,2,1,2.0,1.0,31,Semi-Furnished,Apartment,15.0,8.0,0.0,0,6.0,2,8358,11998000
Chennai,T Nagar,3,2140,3.0,10,6,1.0,2.0,17,Fully-Furnished,Independent House,4.0,3.1,5.0,0,2.0,4,6664,17603000
Hyderabad,Kukatpally,3,1854,3.0,4,1,1.0,1.0,39,Semi-Furnished,Independent House,7.7,1.7,2.0,7,4.0,3,8985,11929000
Ahmedabad,Satellite,5,2584,5.0,6,6,1.0,2.0,3,Unfurnished,Apartment,14.8,2.0,0.0,6,9.0,10,14367,17235000
Delhi,Pitampura,2,1220,3.0,15,14,1.0,2.0,28,Unfurnished,Apartment,6.1,1.4,0.0,5,4.0,5,5527,10156000
Kolkata,Dum Dum,1,988,2.0,12,10,1.0,2.0,28,Unfurnished,Apartment,10.3,5.1,1.0,0,3.0,4,4403,4971000
Visakhapatnam,MVP Colony,2,1376,2.0,10,7,1.0,2.0,39,Semi-Furnished,Apartment,6.5,4.6,1.0,6,6.0,8,5433,6977000
Chennai,Velachery,4,2523,4.0,8,1,0.0,1.0,14,Semi-Furnished,Apartment,13.0,3.3,3.0,6,9.0,4,11650,20263000
Bengaluru,Koramangala,2,1749,3.0,6,4,2.0,1.0,19,Semi-Furnished,Independent House,2.6,8.7,6.0,3,4.0,2,4592,16497000
Ahmedabad,Bodakdev,2,1300,1.0,12,10,2.0,2.0,17,Semi-Furnished,Independent House,11.6,2.9,9.0,2,1.0,3,6110,8183000
Kolkata,Behala,3,1887,3.0,4,2,2.0,3.0,1,Semi-Furnished,Apartment,5.6,0.7,7.0,7,5.0,2,9840,14192000
Vijayawada,Gunadala,2,1382,2.0,2,2,2.0,1.0,24,Semi-Furnished,Apartment,8.1,1.7,9.0,5,9.0,7,6723,8589000
Hyderabad,Gachibowli,3,1604,3.0,2,2,3.0,1.0,4,Semi-Furnished,Independent House,7.4,1.5,0.0,4,4.0,1,5413,12299000
Bengaluru,Indiranagar,2,1363,2.0,10,8,1.0,0.0,4,Fully-Furnished,Independent House,11.0,0.4,9.0,6,5.0,1,6488,14147000
Ahmedabad,Chandkheda,2,1713,2.0,5,4,3.0,1.0,39,Unfurnished,Apartment,7.0,14.4,4.0,3,10.0,9,8697,11438000
Delhi,Saket,1,1496,1.0,4,3,2.0,2.0,32,Fully-Furnished,Apartment,23.6,5.3,10.0,3,10.0,10,5707,15339000
Mumbai,Borivali,2,1329,2.0,10,4,2.0,1.0,28,Semi-Furnished,Apartment,6.7,10.2,9.0,6,1.0,8,7918,19468000
Visakhapatnam,Gajuwaka,3,1671,3.0,3,1,2.0,2.0,29,Semi-Furnished,Apartment,6.7,2.0,8.0,5,7.0,2,8196,10687000
Chennai,OMR,2,1136,2.0,3,1,1.0,2.0,0,Unfurnished,Independent House,13.8,0.8,1.0,1,8.0,4,4591,8225000
Pune,Baner,3,1771,4.0,5,1,1.0,2.0,26,Unfurnished,Independent House,13.3,0.8,0.0,6,1.0,10,4166,13461000
Hyderabad,Madhapur,2,1034,1.0,7,6,3.0,2.0,4,Fully-Furnished,Independent House,1.2,0.8,7.0,6,3.0,5,3774,8727000
Pune,Kharadi,2,1703,3.0,6,1,2.0,1.0,26,Semi-Furnished,Apartment,10.8,6.1,9.0,4,10.0,9,5286,15032000
Hyderabad,Kondapur,3,1909,3.0,15,10,2.0,1.0,22,Semi-Furnished,Apartment,5.0,9.8,5.0,6,9.0,5,6166,14374000
Kolkata,Dum Dum,3,1865,3.0,3,3,2.0,1.0,2,Semi-Furnished,Apartment,14.3,6.5,1.0,1,4.0,10,7178,13172000
Bengaluru,Indiranagar,3,1660,2.0,12,10,3.0,1.0,40,Unfurnished,Apartment,7.4,2.1,10.0,7,9.0,10,8958,16035000
Kolkata,Ballygunge,4,2072,4.0,6,6,2.0,3.0,5,Semi-Furnished,Apartment,2.7,3.9,9.0,7,10.0,2,9025,15926000
Chennai,Anna Nagar,2,1646,3.0,10,3,1.0,1.0,17,Unfurnished,Independent House,1.6,3.7,9.0,1,8.0,3,8970,13318000
Mumbai,Powai,3,1953,2.0,6,1,1.0,0.0,22,Fully-Furnished,Apartment,3.2,1.3,6.0,3,10.0,8,8981,32101000
Kolkata,Rajarhat,3,2053,3.0,2,1,1.0,3.0,6,Fully-Furnished,Independent House,10.4,2.2,6.0,2,9.0,5,11363,14339000
Ahmedabad,Satellite,3,2090,4.0,5,3,1.0,1.0,16,Semi-Furnished,Apartment,3.8,6.0,7.0,5,3.0,9,12333,14085000
Ahmedabad,Vastrapur,1,1081,1.0,7,4,1.0,2.0,18,Semi-Furnished,Apartment,8.6,3.6,1.0,2,2.0,3,3261,7252000
Hyderabad,Kukatpally,3,1501,3.0,12,7,2.0,1.0,0,Fully-Furnished,Apartment,7.0,2.9,5.0,2,7.0,10,4891,13258000
Chennai,Velachery,2,1290,2.0,5,1,2.0,0.0,33,Unfurnished,Apartment,15.7,6.0,1.0,7,9.0,4,3490,8279000
Hyderabad,Miyapur,4,2117,3.0,5,4,2.0,2.0,17,Fully-Furnished,Apartment,4.9,3.7,10.0,5,8.0,7,7838,17671000
Kolkata,New Town,2,1420,3.0,3,1,0.0,2.0,34,Semi-Furnished,Apartment,3.5,3.4,2.0,0,10.0,8,8092,9370000
Visakhapatnam,Gajuwaka,2,1614,2.0,8,8,2.0,1.0,36,Unfurnished,Apartment,5.0,4.7,4.0,7,9.0,1,7211,7947000
Visakhapatnam,Madhurawada,3,1933,4.0,5,5,2.0,2.0,5,Fully-Furnished,Apartment,1.8,2.2,6.0,0,8.0,10,5203,14284000
Delhi,Dwarka,2,1563,2.0,5,2,2.0,2.0,18,Fully-Furnished,Apartment,1.1,1.2,5.0,7,7.0,4,7361,16713000
Vijayawada,Poranki,2,1056,3.0,6,3,0.0,2.0,10,Semi-Furnished,Apartment,12.8,5.0,3.0,6,1.0,9,4571,4726000
Bengaluru,Yelahanka,3,1720,3.0,8,6,1.0,2.0,14,Unfurnished,Apartment,19.5,5.1,10.0,7,3.0,1,5898,16150000
Hyderabad,Miyapur,1,476,1.0,6,1,0.0,3.0,21,Semi-Furnished,Independent House,7.6,4.1,3.0,3,7.0,1,1723,3746000
Kolkata,Ballygunge,3,2134,3.0,6,5,1.0,1.0,9,Unfurnished,Apartment,2.9,0.9,9.0,5,7.0,3,11553,12149000
Pune,Viman Nagar,3,1660,3.0,8,1,3.0,1.0,8,Semi-Furnished,Apartment,10.5,4.2,3.0,3,3.0,1,5645,14245000
Vijayawada,Governorpet,3,1840,4.0,7,5,3.0,2.0,34,Unfurnished,Apartment,8.4,1.1,0.0,1,1.0,1,7010,8110000
Chennai,Porur,2,1313,2.0,7,7,1.0,0.0,19,Semi-Furnished,Independent House,5.2,4.8,4.0,2,4.0,2,3935,9375000
Chennai,OMR,2,1243,3.0,15,9,0.0,1.0,20,Fully-Furnished,Independent House,5.3,1.9,3.0,7,10.0,4,2883,11797000
Delhi,Rohini,2,1645,1.0,5,3,3.0,0.0,35,Unfurnished,Apartment,12.3,1.0,7.0,4,4.0,10,8961,15145000
Pune,Baner,4,2158,5.0,8,2,1.0,3.0,36,Semi-Furnished,Apartment,1.9,1.9,3.0,3,10.0,4,7503,18056000
Vijayawada,Patamata,3,1677,3.0,4,2,3.0,2.0,18,Unfurnished,Apartment,8.3,7.2,3.0,4,3.0,6,6364,7560000
Pune,Hadapsar,2,1061,1.0,12,5,1.0,1.0,9,Fully-Furnished,Apartment,8.2,1.4,9.0,2,5.0,7,3708,9564000
Bengaluru,Koramangala,4,2172,5.0,5,4,2.0,1.0,36,Unfurnished,Apartment,2.9,8.4,6.0,1,3.0,4,5686,19337000
Vijayawada,Patamata,2,1168,1.0,7,4,2.0,2.0,2,Semi-Furnished,Apartment,4.6,7.0,6.0,1,7.0,9,4317,7351000
Kolkata,Ballygunge,4,2039,3.0,7,2,1.0,2.0,33,Semi-Furnished,Independent House,3.3,0.2,7.0,0,8.0,4,7511,11488000
Hyderabad,Kukatpally,3,1459,4.0,8,3,2.0,3.0,32,Semi-Furnished,Apartment,10.6,9.9,3.0,0,8.0,2,8713,10746000
Ahmedabad,Vastrapur,2,1586,3.0,10,7,2.0,2.0,3,Semi-Furnished,Independent House,2.7,6.9,2.0,5,8.0,2,8211,11658000
Pune,Kharadi,3,1661,4.0,5,3,0.0,3.0,30,Unfurnished,Apartment,9.8,0.7,3.0,7,1.0,6,6761,11715000
Hyderabad,Kondapur,1,868,2.0,10,2,1.0,1.0,33,Semi-Furnished,Apartment,7.7,2.9,1.0,0,3.0,4,5151,6294000
Mumbai,Borivali,5,2724,5.0,2,1,2.0,2.0,33,Semi-Furnished,Apartment,13.6,5.8,3.0,6,7.0,8,6761,42018000
Kolkata,Salt Lake,4,2254,4.0,2,2,2.0,1.0,2,Fully-Furnished,Independent House,5.8,3.4,8.0,7,1.0,4,6569,17077000
Chennai,Adyar,2,1346,2.0,6,1,2.0,0.0,35,Unfurnished,Villa,6.4,0.7,3.0,0,8.0,9,7273,9957000
Ahmedabad,Satellite,2,1068,1.0,5,1,1.0,2.0,17,Fully-Furnished,Apartment,5.4,1.8,9.0,4,8.0,1,5203,7137000
Ahmedabad,Maninagar,3,2157,3.0,12,4,2.0,1.0,36,Semi-Furnished,Apartment,5.4,5.2,4.0,5,6.0,10,11987,13756000
Ahmedabad,Satellite,2,1154,2.0,10,6,2.0,2.0,29,Fully-Furnished,Apartment,22.3,4.2,5.0,5,6.0,2,5632,5672000
Ahmedabad,Bodakdev,1,652,1.0,8,8,1.0,0.0,40,Unfurnished,Apartment,4.4,0.4,9.0,5,9.0,4,1523,3868000
Bengaluru,Yelahanka,2,1263,2.0,4,2,3.0,1.0,14,Semi-Furnished,Villa,5.1,4.2,8.0,7,2.0,4,4954,11271000
Hyderabad,Kondapur,2,1232,2.0,10,3,1.0,3.0,27,Semi-Furnished,Apartment,2.2,3.4,5.0,4,5.0,5,2484,8678000
Chennai,Velachery,3,1957,3.0,7,3,1.0,1.0,19,Semi-Furnished,Apartment,7.6,0.8,7.0,6,10.0,1,8531,15109000
Chennai,Adyar,2,1080,2.0,4,2,0.0,1.0,22,Semi-Furnished,Apartment,1.2,8.1,4.0,6,8.0,6,5140,9208000
Chennai,Velachery,3,1875,3.0,6,4,2.0,2.0,15,Semi-Furnished,Apartment,4.0,3.9,10.0,3,3.0,2,5351,14534000
Chennai,Adyar,3,1938,2.0,5,2,1.0,1.0,37,Semi-Furnished,Apartment,6.0,2.6,1.0,1,5.0,10,11237,13981000
Bengaluru,Indiranagar,4,2450,4.0,3,3,1.0,1.0,24,Fully-Furnished,Independent House,20.1,2.3,3.0,3,2.0,1,14180,23422000
Pune,Viman Nagar,3,1623,3.0,10,7,1.0,2.0,36,Semi-Furnished,Apartment,3.0,2.6,2.0,4,5.0,4,8876,12137000
Vijayawada,Moghalrajpuram,5,2678,5.0,6,2,0.0,3.0,2,Semi-Furnished,Independent House,4.0,0.3,7.0,1,2.0,7,7710,15115000
Kolkata,Ballygunge,3,2020,3.0,12,8,1.0,1.0,0,Unfurnished,Independent House,9.9,0.7,2.0,0,10.0,6,10521,12594000
Ahmedabad,Bodakdev,3,1562,4.0,5,2,2.0,2.0,1,Semi-Furnished,Independent House,2.4,1.4,4.0,5,9.0,5,7732,13738000
Bengaluru,Electronic City,2,1360,2.0,2,2,1.0,2.0,38,Fully-Furnished,Apartment,6.9,1.8,9.0,3,5.0,6,5460,12960000
Hyderabad,Madhapur,3,2029,3.0,10,6,1.0,2.0,26,Semi-Furnished,Apartment,7.5,2.6,8.0,5,6.0,10,8361,14605000
Delhi,Rohini,3,1765,3.0,5,1,2.0,1.0,16,Semi-Furnished,Independent House,10.6,1.3,10.0,6,4.0,9,7650,18924000
Visakhapatnam,Rushikonda,2,1278,2.0,4,3,1.0,2.0,4,Unfurnished,Apartment,2.6,3.3,0.0,1,2.0,3,5028,7885000
Ahmedabad,Chandkheda,1,841,1.0,15,11,1.0,1.0,8,Unfurnished,Independent House,5.0,2.9,1.0,0,2.0,8,2870,5370000
Bengaluru,Koramangala,3,1671,3.0,6,1,2.0,2.0,1,Semi-Furnished,Independent House,1.4,3.8,0.0,7,9.0,2,5570,17902000
Chennai,OMR,2,1824,2.0,15,7,1.0,1.0,21,Fully-Furnished,Apartment,8.7,11.4,8.0,6,3.0,10,6105,13951000
Mumbai,Navi Mumbai,3,1552,2.0,4,4,1.0,1.0,17,Unfurnished,Apartment,8.9,2.2,1.0,7,8.0,5,3306,23208000
Mumbai,Borivali,2,1364,3.0,3,1,1.0,0.0,27,Unfurnished,Apartment,1.9,8.0,10.0,1,5.0,4,4525,20619000
Kolkata,Salt Lake,3,1674,2.0,7,4,2.0,1.0,20,Semi-Furnished,Apartment,13.0,2.7,4.0,1,7.0,4,8037,11493000
Mumbai,Borivali,2,1275,1.0,2,1,1.0,3.0,39,Semi-Furnished,Apartment,2.0,2.1,5.0,1,5.0,4,2836,19448000
Kolkata,Salt Lake,3,1761,2.0,2,1,2.0,2.0,30,Unfurnished,Independent House,7.0,1.9,10.0,2,9.0,6,3749,10983000
Chennai,Velachery,5,2345,5.0,15,15,0.0,1.0,34,Semi-Furnished,Apartment,6.1,6.3,2.0,2,5.0,3,7026,17761000
Delhi,Mayur Vihar,2,1675,3.0,7,7,1.0,0.0,38,Fully-Furnished,Independent House,13.6,1.4,7.0,7,7.0,4,9840,16475000
Kolkata,New Town,3,1547,2.0,12,4,1.0,1.0,4,Unfurnished,Apartment,1.2,1.5,0.0,6,3.0,1,6379,9718000
Ahmedabad,Bodakdev,2,1468,2.0,3,1,3.0,1.0,9,Unfurnished,Apartment,8.8,2.7,2.0,0,9.0,10,8222,9431000
Ahmedabad,Satellite,3,1599,4.0,7,2,2.0,1.0,11,Unfurnished,Independent House,8.0,3.4,4.0,3,4.0,8,7430,11907000
Mumbai,Borivali,4,2040,3.0,10,8,1.0,3.0,25,Fully-Furnished,Independent House,8.8,0.5,8.0,2,7.0,1,6787,34262000
Chennai,T Nagar,2,1678,1.0,8,1,1.0,1.0,2,Semi-Furnished,Apartment,5.1,1.7,0.0,0,9.0,5,3447,13560000
Pune,Hadapsar,2,1286,3.0,10,10,2.0,1.0,12,Semi-Furnished,Apartment,8.2,3.7,5.0,4,1.0,8,4302,10667000
Mumbai,Navi Mumbai,2,1109,2.0,4,1,2.0,3.0,1,Fully-Furnished,Apartment,3.2,6.4,7.0,7,4.0,3,6113,19175000
Visakhapatnam,Rushikonda,3,1923,4.0,15,3,1.0,3.0,38,Semi-Furnished,Independent House,14.5,3.3,8.0,6,8.0,1,5708,10285000
Hyderabad,Banjara Hills,5,2342,4.0,2,1,2.0,1.0,25,Unfurnished,Apartment,6.8,2.6,3.0,1,6.0,7,5929,15455000
Pune,Hinjewadi,2,1232,1.0,5,2,0.0,1.0,31,Fully-Furnished,Apartment,7.9,7.5,2.0,3,2.0,7,6749,8770000
Mumbai,Thane,3,1922,4.0,8,4,0.0,1.0,7,Semi-Furnished,Apartment,5.6,9.8,9.0,1,10.0,3,5824,30935000
Pune,Wakad,3,1463,4.0,15,9,1.0,1.0,14,Semi-Furnished,Apartment,4.8,1.8,3.0,4,6.0,2,5723,11415000
Mumbai,Borivali,2,1363,1.0,12,2,1.0,3.0,7,Unfurnished,Apartment,1.6,3.1,10.0,5,6.0,5,7623,21427000
Kolkata,New Town,3,1640,3.0,8,4,1.0,2.0,39,Unfurnished,Apartment,6.3,0.6,0.0,0,3.0,1,5834,7819000
Chennai,Adyar,2,1341,1.0,12,9,0.0,3.0,24,Fully-Furnished,Apartment,10.6,1.8,4.0,5,1.0,7,6627,10510000
Visakhapatnam,Seethammadhara,3,1651,3.0,8,4,2.0,1.0,38,Semi-Furnished,Villa,4.6,2.3,1.0,2,4.0,9,8042,7365000
Visakhapatnam,Madhurawada,3,1802,3.0,5,5,1.0,1.0,15,Unfurnished,Apartment,5.3,8.7,10.0,0,4.0,9,9066,10142000
Hyderabad,Gachibowli,4,2209,3.0,12,9,1.0,1.0,16,Unfurnished,Apartment,13.9,2.9,4.0,6,9.0,10,10180,15080000
Hyderabad,Banjara Hills,1,744,1.0,10,6,3.0,1.0,30,Fully-Furnished,Independent House,19.9,6.4,3.0,4,9.0,7,1588,5743000
Vijayawada,Gunadala,3,1865,4.0,3,3,0.0,1.0,31,Semi-Furnished,Independent House,3.9,3.6,3.0,7,7.0,10,7682,11097000
Delhi,Vasant Kunj,3,1833,2.0,8,4,2.0,1.0,14,Semi-Furnished,Apartment,2.7,7.5,9.0,3,1.0,9,9576,18673000
Vijayawada,Gunadala,4,2283,4.0,8,3,0.0,1.0,14,Semi-Furnished,Apartment,3.0,1.9,0.0,0,2.0,7,6145,13648000
Mumbai,Andheri,4,2439,5.0,6,5,1.0,0.0,2,Unfurnished,Apartment,7.9,5.4,8.0,7,10.0,10,14068,38398000
Pune,Hinjewadi,3,2176,3.0,2,1,1.0,1.0,9,Unfurnished,Apartment,3.3,9.5,4.0,0,6.0,1,11325,15623000
Delhi,Vasant Kunj,4,2096,4.0,15,5,0.0,2.0,8,,Apartment,13.6,1.0,0.0,5,5.0,5,8486,21345000
Kolkata,Ballygunge,2,1412,2.0,6,6,2.0,3.0,15,Semi-Furnished,Apartment,3.0,7.2,8.0,5,3.0,9,7567,8570000
Bengaluru,Whitefield,3,1340,3.0,6,6,2.0,1.0,6,Semi-Furnished,Apartment,8.0,2.6,0.0,0,6.0,10,5978,13442000
Delhi,Rohini,3,1838,3.0,12,1,2.0,2.0,27,Unfurnished,Independent House,1.7,3.1,7.0,6,2.0,4,10671,17808000
Mumbai,Andheri,3,1743,2.0,4,2,2.0,1.0,37,Fully-Furnished,Apartment,6.0,5.0,10.0,4,3.0,10,4464,29391000
Hyderabad,Madhapur,3,1214,3.0,6,3,1.0,1.0,31,Semi-Furnished,Apartment,5.3,3.7,5.0,2,10.0,4,3667,8779000
Vijayawada,Poranki,3,1530,3.0,15,3,3.0,2.0,4,Fully-Furnished,Apartment,6.7,4.8,6.0,6,7.0,8,4173,10947000
Kolkata,Behala,3,1620,3.0,6,3,2.0,2.0,11,Semi-Furnished,Apartment,4.0,1.8,4.0,5,9.0,10,6400,11659000
Kolkata,New Town,4,2416,4.0,2,2,1.0,1.0,17,Semi-Furnished,Apartment,5.3,3.0,1.0,2,5.0,9,7820,15989000
Vijayawada,Moghalrajpuram,5,2845,6.0,4,2,2.0,2.0,25,Semi-Furnished,Apartment,12.0,3.1,7.0,7,3.0,4,13031,15292000
Mumbai,Navi Mumbai,2,1123,3.0,6,6,2.0,0.0,2,Semi-Furnished,Independent House,5.6,2.5,5.0,3,5.0,2,4207,18185000
Mumbai,Andheri,4,2349,4.0,2,2,2.0,1.0,31,Semi-Furnished,Apartment,7.0,0.5,8.0,2,10.0,9,5009,37342000
Ahmedabad,Vastrapur,4,2390,4.0,15,12,2.0,2.0,12,Semi-Furnished,Independent House,10.3,2.6,5.0,7,5.0,1,6206,17596000
Delhi,Saket,2,1612,2.0,7,1,3.0,2.0,40,Semi-Furnished,Apartment,9.7,1.6,7.0,5,1.0,5,7777,14507000
Visakhapatnam,Dwaraka Nagar,2,1141,2.0,7,5,1.0,2.0,2,Unfurnished,Apartment,7.1,2.5,7.0,2,1.0,7,4088,7156000
Vijayawada,Benz Circle,4,2748,5.0,8,5,2.0,1.0,20,Fully-Furnished,Apartment,6.2,0.9,3.0,2,8.0,5,12042,16067000
Visakhapatnam,Madhurawada,2,1259,3.0,8,1,1.0,1.0,7,Semi-Furnished,Apartment,4.8,5.6,10.0,3,2.0,3,4034,8000000
Pune,Viman Nagar,5,2443,4.0,7,2,1.0,0.0,9,Fully-Furnished,Independent House,11.7,6.3,1.0,1,2.0,8,10109,21277000
Mumbai,Borivali,2,1629,1.0,7,7,2.0,0.0,20,Semi-Furnished,Apartment,10.3,0.2,5.0,0,5.0,3,4567,25875000
Vijayawada,Governorpet,3,1829,3.0,15,1,3.0,2.0,24,Fully-Furnished,Apartment,9.9,4.6,0.0,0,6.0,10,5162,11176000
Pune,Wakad,1,577,2.0,8,1,2.0,1.0,25,Fully-Furnished,Villa,10.9,5.1,9.0,5,9.0,4,1549,4579000
Mumbai,Bandra,2,1216,1.0,5,5,2.0,1.0,23,Semi-Furnished,Apartment,17.1,3.1,2.0,7,5.0,1,5910,17285000
Kolkata,New Town,3,2097,3.0,4,2,2.0,2.0,22,Unfurnished,Independent House,3.2,4.1,3.0,4,8.0,8,12236,11395000
Chennai,T Nagar,4,2327,3.0,6,4,2.0,1.0,26,Unfurnished,Independent House,11.4,3.2,8.0,3,10.0,6,9765,16333000
Visakhapatnam,MVP Colony,3,1948,2.0,15,13,2.0,2.0,23,Semi-Furnished,Independent House,3.0,3.8,8.0,0,5.0,10,5313,11996000
Kolkata,Salt Lake,4,2078,4.0,7,6,1.0,2.0,12,Semi-Furnished,Independent House,7.2,1.8,5.0,4,1.0,10,5636,13790000
Vijayawada,Benz Circle,3,1804,2.0,5,3,1.0,3.0,29,Fully-Furnished,Apartment,18.3,2.9,5.0,3,6.0,1,6860,10292000
Bengaluru,HSR Layout,2,1503,2.0,6,6,3.0,0.0,22,Semi-Furnished,Apartment,3.8,1.0,4.0,0,1.0,1,7702,14919000
Pune,Baner,4,2226,4.0,5,3,1.0,2.0,34,Semi-Furnished,Apartment,11.5,3.4,6.0,5,9.0,3,11440,18419000
Chennai,OMR,2,1185,2.0,15,10,1.0,2.0,34,Semi-Furnished,Apartment,10.9,4.4,1.0,1,6.0,2,2408,9479000
Vijayawada,Gunadala,2,1507,3.0,4,3,2.0,0.0,37,Unfurnished,Apartment,6.8,2.8,7.0,7,8.0,6,5324,5957000
Delhi,Mayur Vihar,1,992,2.0,3,3,2.0,2.0,33,Fully-Furnished,Apartment,5.9,6.5,0.0,3,8.0,4,5618,9986000
Vijayawada,Moghalrajpuram,3,1963,2.0,7,6,1.0,1.0,26,Unfurnished,Independent House,18.7,4.0,3.0,5,9.0,4,9478,10127000
Visakhapatnam,Madhurawada,3,2146,3.0,8,7,1.0,1.0,0,Fully-Furnished,Apartment,8.6,4.0,1.0,5,3.0,8,7362,14500000
Delhi,Dwarka,2,1196,3.0,5,4,1.0,2.0,34,Fully-Furnished,Apartment,4.9,2.9,8.0,3,3.0,7,3782,12321000
Kolkata,Behala,2,992,3.0,15,10,1.0,2.0,31,Unfurnished,Villa,12.6,0.6,0.0,3,2.0,1,4113,5274000
Mumbai,Andheri,3,1861,2.0,15,4,1.0,2.0,1,Unfurnished,Apartment,7.1,3.8,6.0,1,1.0,5,3734,29795000
Kolkata,Rajarhat,3,1846,3.0,2,2,1.0,1.0,18,Semi-Furnished,Apartment,9.7,0.9,8.0,2,3.0,4,8790,12322000
Bengaluru,Yelahanka,2,1424,3.0,4,1,1.0,1.0,20,Fully-Furnished,Apartment,5.3,15.0,8.0,3,6.0,2,4795,13249000
Delhi,Mayur Vihar,2,1160,2.0,12,6,0.0,2.0,11,Unfurnished,Independent House,5.9,10.8,4.0,0,5.0,8,5758,11475000
